TRANSACTION_DATE,ACTIVE_WALLETS
2017-09-20 00:00:00.000,92809
2017-09-21 00:00:00.000,85270
2017-09-22 00:00:00.000,72579
2017-09-23 00:00:00.000,75955
2017-09-24 00:00:00.000,79385
2017-09-25 00:00:00.000,89568
2017-09-26 00:00:00.000,82434
2017-09-27 00:00:00.000,82395
2017-09-28 00:00:00.000,93887
2017-09-29 00:00:00.000,94099
2017-09-30 00:00:00.000,80060
2017-10-01 00:00:00.000,72164
2017-10-02 00:00:00.000,83815
2017-10-03 00:00:00.000,87622
2017-10-04 00:00:00.000,79863
2017-10-05 00:00:00.000,86191
2017-10-06 00:00:00.000,81161
2017-10-07 00:00:00.000,79264
2017-10-08 00:00:00.000,80384
2017-10-09 00:00:00.000,84274
2017-10-10 00:00:00.000,101517
2017-10-11 00:00:00.000,103868
2017-10-12 00:00:00.000,99983
2017-10-13 00:00:00.000,115979
2017-10-14 00:00:00.000,92149
2017-10-15 00:00:00.000,83496
2017-10-16 00:00:00.000,84614
2017-10-17 00:00:00.000,127668
2017-10-18 00:00:00.000,102200
2017-10-19 00:00:00.000,91622
2017-10-20 00:00:00.000,109841
2017-10-21 00:00:00.000,103973
2017-10-22 00:00:00.000,133515
2017-10-23 00:00:00.000,105597
2017-10-24 00:00:00.000,107020
2017-10-25 00:00:00.000,95252
2017-10-26 00:00:00.000,94932
2017-10-27 00:00:00.000,96249
2017-10-28 00:00:00.000,89456
2017-10-29 00:00:00.000,96292
2017-10-30 00:00:00.000,106291
2017-10-31 00:00:00.000,111921
2017-11-01 00:00:00.000,135079
2017-11-02 00:00:00.000,143410
2017-11-03 00:00:00.000,114257
2017-11-04 00:00:00.000,92570
2017-11-05 00:00:00.000,90851
2017-11-06 00:00:00.000,106716
2017-11-07 00:00:00.000,108083
2017-11-08 00:00:00.000,119341
2017-11-09 00:00:00.000,121858
2017-11-10 00:00:00.000,112439
2017-11-11 00:00:00.000,100516
2017-11-12 00:00:00.000,116684
2017-11-13 00:00:00.000,110284
2017-11-14 00:00:00.000,125718
2017-11-15 00:00:00.000,142626
2017-11-16 00:00:00.000,125126
2017-11-17 00:00:00.000,136640
2017-11-18 00:00:00.000,113603
2017-11-19 00:00:00.000,117481
2017-11-20 00:00:00.000,127625
2017-11-21 00:00:00.000,140028
2017-11-22 00:00:00.000,141416
2017-11-23 00:00:00.000,137620
2017-11-24 00:00:00.000,134548
2017-11-25 00:00:00.000,133677
2017-11-26 00:00:00.000,137892
2017-11-27 00:00:00.000,169765
2017-11-28 00:00:00.000,172910
2017-11-29 00:00:00.000,188350
2017-11-30 00:00:00.000,170380
2017-12-01 00:00:00.000,146166
2017-12-02 00:00:00.000,154510
2017-12-03 00:00:00.000,179722
2017-12-04 00:00:00.000,175792
2017-12-05 00:00:00.000,179175
2017-12-06 00:00:00.000,224485
2017-12-07 00:00:00.000,162192
2017-12-08 00:00:00.000,192651
2017-12-09 00:00:00.000,194285
2017-12-10 00:00:00.000,192691
2017-12-11 00:00:00.000,222120
2017-12-12 00:00:00.000,266180
2017-12-13 00:00:00.000,273326
2017-12-14 00:00:00.000,282219
2017-12-15 00:00:00.000,264027
2017-12-16 00:00:00.000,246564
2017-12-17 00:00:00.000,246818
2017-12-18 00:00:00.000,269732
2017-12-19 00:00:00.000,311565
2017-12-20 00:00:00.000,302263
2017-12-21 00:00:00.000,321328
2017-12-22 00:00:00.000,367527
2017-12-23 00:00:00.000,278089
2017-12-24 00:00:00.000,206888
2017-12-25 00:00:00.000,202286
2017-12-26 00:00:00.000,247892
2017-12-27 00:00:00.000,264797
2017-12-28 00:00:00.000,263796
2017-12-29 00:00:00.000,347059
2017-12-30 00:00:00.000,372417
2017-12-31 00:00:00.000,273540
2018-01-01 00:00:00.000,273757
2018-01-02 00:00:00.000,380546
2018-01-03 00:00:00.000,371003
2018-01-04 00:00:00.000,419681
2018-01-05 00:00:00.000,388593
2018-01-06 00:00:00.000,377847
2018-01-07 00:00:00.000,371207
2018-01-08 00:00:00.000,371826
2018-01-09 00:00:00.000,441254
2018-01-10 00:00:00.000,375987
2018-01-11 00:00:00.000,397361
2018-01-12 00:00:00.000,359672
2018-01-13 00:00:00.000,393280
2018-01-14 00:00:00.000,362652
2018-01-15 00:00:00.000,431424
2018-01-16 00:00:00.000,454193
2018-01-17 00:00:00.000,445208
2018-01-18 00:00:00.000,424884
2018-01-19 00:00:00.000,325650
2018-01-20 00:00:00.000,263436
2018-01-21 00:00:00.000,422165
2018-01-22 00:00:00.000,302699
2018-01-23 00:00:00.000,282336
2018-01-24 00:00:00.000,269454
2018-01-25 00:00:00.000,224139
2018-01-26 00:00:00.000,297271
2018-01-27 00:00:00.000,257143
2018-01-28 00:00:00.000,245548
2018-01-29 00:00:00.000,267001
2018-01-30 00:00:00.000,269304
2018-01-31 00:00:00.000,264200
2018-02-01 00:00:00.000,307200
2018-02-02 00:00:00.000,298850
2018-02-03 00:00:00.000,234116
2018-02-04 00:00:00.000,258217
2018-02-05 00:00:00.000,258666
2018-02-06 00:00:00.000,271719
2018-02-07 00:00:00.000,245550
2018-02-08 00:00:00.000,198072
2018-02-09 00:00:00.000,226376
2018-02-10 00:00:00.000,240479
2018-02-11 00:00:00.000,225538
2018-02-12 00:00:00.000,246031
2018-02-13 00:00:00.000,206930
2018-02-14 00:00:00.000,228048
2018-02-15 00:00:00.000,227763
2018-02-16 00:00:00.000,185923
2018-02-17 00:00:00.000,187155
2018-02-18 00:00:00.000,194995
2018-02-19 00:00:00.000,215063
2018-02-20 00:00:00.000,243272
2018-02-21 00:00:00.000,221772
2018-02-22 00:00:00.000,200694
2018-02-23 00:00:00.000,188293
2018-02-24 00:00:00.000,161574
2018-02-25 00:00:00.000,168310
2018-02-26 00:00:00.000,211886
2018-02-27 00:00:00.000,200360
2018-02-28 00:00:00.000,212379
2018-03-01 00:00:00.000,202360
2018-03-02 00:00:00.000,201290
2018-03-03 00:00:00.000,168965
2018-03-04 00:00:00.000,154498
2018-03-05 00:00:00.000,200946
2018-03-06 00:00:00.000,218216
2018-03-07 00:00:00.000,313688
2018-03-08 00:00:00.000,199290
2018-03-09 00:00:00.000,185142
2018-03-10 00:00:00.000,168285
2018-03-11 00:00:00.000,151654
2018-03-12 00:00:00.000,163000
2018-03-13 00:00:00.000,188202
2018-03-14 00:00:00.000,217312
2018-03-15 00:00:00.000,188185
2018-03-16 00:00:00.000,165353
2018-03-17 00:00:00.000,156753
2018-03-18 00:00:00.000,170214
2018-03-19 00:00:00.000,198224
2018-03-20 00:00:00.000,174236
2018-03-21 00:00:00.000,197382
2018-03-22 00:00:00.000,168540
2018-03-23 00:00:00.000,246558
2018-03-24 00:00:00.000,206973
2018-03-25 00:00:00.000,134500
2018-03-26 00:00:00.000,169087
2018-03-27 00:00:00.000,162611
2018-03-28 00:00:00.000,148664
2018-03-29 00:00:00.000,169866
2018-03-30 00:00:00.000,180273
2018-03-31 00:00:00.000,146235
2018-04-01 00:00:00.000,132457
2018-04-02 00:00:00.000,151316
2018-04-03 00:00:00.000,174109
2018-04-04 00:00:00.000,162940
2018-04-05 00:00:00.000,195887
2018-04-06 00:00:00.000,175342
2018-04-07 00:00:00.000,148950
2018-04-08 00:00:00.000,165987
2018-04-09 00:00:00.000,179085
2018-04-10 00:00:00.000,164048
2018-04-11 00:00:00.000,177455
2018-04-12 00:00:00.000,202146
2018-04-13 00:00:00.000,204311
2018-04-14 00:00:00.000,170861
2018-04-15 00:00:00.000,167655
2018-04-16 00:00:00.000,174907
2018-04-17 00:00:00.000,177990
2018-04-18 00:00:00.000,185286
2018-04-19 00:00:00.000,208074
2018-04-20 00:00:00.000,215057
2018-04-21 00:00:00.000,208633
2018-04-22 00:00:00.000,239493
2018-04-23 00:00:00.000,250996
2018-04-24 00:00:00.000,247079
2018-04-25 00:00:00.000,220038
2018-04-26 00:00:00.000,219054
2018-04-27 00:00:00.000,200336
2018-04-28 00:00:00.000,193408
2018-04-29 00:00:00.000,189009
2018-04-30 00:00:00.000,208332
2018-05-01 00:00:00.000,184538
2018-05-02 00:00:00.000,222639
2018-05-03 00:00:00.000,251088
2018-05-04 00:00:00.000,496399
2018-05-05 00:00:00.000,261069
2018-05-06 00:00:00.000,219506
2018-05-07 00:00:00.000,245124
2018-05-08 00:00:00.000,263000
2018-05-09 00:00:00.000,245539
2018-05-10 00:00:00.000,246258
2018-05-11 00:00:00.000,245571
2018-05-12 00:00:00.000,232883
2018-05-13 00:00:00.000,220154
2018-05-14 00:00:00.000,240816
2018-05-15 00:00:00.000,257816
2018-05-16 00:00:00.000,264618
2018-05-17 00:00:00.000,276277
2018-05-18 00:00:00.000,266444
2018-05-19 00:00:00.000,265098
2018-05-20 00:00:00.000,254606
2018-05-21 00:00:00.000,246809
2018-05-22 00:00:00.000,277828
2018-05-23 00:00:00.000,270445
2018-05-24 00:00:00.000,265820
2018-05-25 00:00:00.000,256614
2018-05-26 00:00:00.000,251476
2018-05-27 00:00:00.000,258519
2018-05-28 00:00:00.000,282685
2018-05-29 00:00:00.000,279073
2018-05-30 00:00:00.000,263228
2018-05-31 00:00:00.000,281025
2018-06-01 00:00:00.000,235447
2018-06-02 00:00:00.000,270466
2018-06-03 00:00:00.000,264197
2018-06-04 00:00:00.000,249247
2018-06-05 00:00:00.000,231955
2018-06-06 00:00:00.000,231131
2018-06-07 00:00:00.000,251647
2018-06-08 00:00:00.000,231322
2018-06-09 00:00:00.000,264364
2018-06-10 00:00:00.000,262218
2018-06-11 00:00:00.000,248672
2018-06-12 00:00:00.000,217928
2018-06-13 00:00:00.000,218132
2018-06-14 00:00:00.000,218153
2018-06-15 00:00:00.000,253174
2018-06-16 00:00:00.000,189518
2018-06-17 00:00:00.000,202067
2018-06-18 00:00:00.000,202888
2018-06-19 00:00:00.000,244253
2018-06-20 00:00:00.000,264821
2018-06-21 00:00:00.000,254317
2018-06-22 00:00:00.000,268618
2018-06-23 00:00:00.000,207868
2018-06-24 00:00:00.000,224074
2018-06-25 00:00:00.000,359731
2018-06-26 00:00:00.000,253794
2018-06-27 00:00:00.000,247238
2018-06-28 00:00:00.000,236469
2018-06-29 00:00:00.000,252217
2018-06-30 00:00:00.000,143629
2018-07-01 00:00:00.000,99984
2018-07-02 00:00:00.000,118968
2018-07-03 00:00:00.000,126834
2018-07-04 00:00:00.000,120871
2018-07-05 00:00:00.000,147039
2018-07-06 00:00:00.000,115051
2018-07-07 00:00:00.000,119387
2018-07-08 00:00:00.000,158129
2018-07-09 00:00:00.000,170657
2018-07-10 00:00:00.000,178633
2018-07-11 00:00:00.000,168894
2018-07-12 00:00:00.000,145319
2018-07-13 00:00:00.000,130402
2018-07-14 00:00:00.000,131009
2018-07-15 00:00:00.000,127571
2018-07-16 00:00:00.000,209731
2018-07-17 00:00:00.000,218872
2018-07-18 00:00:00.000,279463
2018-07-19 00:00:00.000,237519
2018-07-20 00:00:00.000,207169
2018-07-21 00:00:00.000,170229
2018-07-22 00:00:00.000,220369
2018-07-23 00:00:00.000,274870
2018-07-24 00:00:00.000,291518
2018-07-25 00:00:00.000,285242
2018-07-26 00:00:00.000,245653
2018-07-27 00:00:00.000,268761
2018-07-28 00:00:00.000,218239
2018-07-29 00:00:00.000,230318
2018-07-30 00:00:00.000,243716
2018-07-31 00:00:00.000,235972
2018-08-01 00:00:00.000,242431
2018-08-02 00:00:00.000,245297
2018-08-03 00:00:00.000,251874
2018-08-04 00:00:00.000,226425
2018-08-05 00:00:00.000,200436
2018-08-06 00:00:00.000,220564
2018-08-07 00:00:00.000,203819
2018-08-08 00:00:00.000,176882
2018-08-09 00:00:00.000,157572
2018-08-10 00:00:00.000,194476
2018-08-11 00:00:00.000,220252
2018-08-12 00:00:00.000,224763
2018-08-13 00:00:00.000,223581
2018-08-14 00:00:00.000,214592
2018-08-15 00:00:00.000,209791
2018-08-16 00:00:00.000,231251
2018-08-17 00:00:00.000,205961
2018-08-18 00:00:00.000,197557
2018-08-19 00:00:00.000,189948
2018-08-20 00:00:00.000,214221
2018-08-21 00:00:00.000,176345
2018-08-22 00:00:00.000,190545
2018-08-23 00:00:00.000,177948
2018-08-24 00:00:00.000,202291
2018-08-25 00:00:00.000,192996
2018-08-26 00:00:00.000,205230
2018-08-27 00:00:00.000,218997
2018-08-28 00:00:00.000,190468
2018-08-29 00:00:00.000,167042
2018-08-30 00:00:00.000,170181
2018-08-31 00:00:00.000,179896
2018-09-01 00:00:00.000,207007
2018-09-02 00:00:00.000,207732
2018-09-03 00:00:00.000,214057
2018-09-04 00:00:00.000,199063
2018-09-05 00:00:00.000,199747
2018-09-06 00:00:00.000,180853
2018-09-07 00:00:00.000,191634
2018-09-08 00:00:00.000,184137
2018-09-09 00:00:00.000,186264
2018-09-10 00:00:00.000,179202
2018-09-11 00:00:00.000,156387
2018-09-12 00:00:00.000,159987
2018-09-13 00:00:00.000,170135
2018-09-14 00:00:00.000,154335
2018-09-15 00:00:00.000,124837
2018-09-16 00:00:00.000,123132
2018-09-17 00:00:00.000,159382
2018-09-18 00:00:00.000,138633
2018-09-19 00:00:00.000,133153
2018-09-20 00:00:00.000,144093
2018-09-21 00:00:00.000,153187
2018-09-22 00:00:00.000,134045
2018-09-23 00:00:00.000,135281
2018-09-24 00:00:00.000,132622
2018-09-25 00:00:00.000,141555
2018-09-26 00:00:00.000,128074
2018-09-27 00:00:00.000,133199
2018-09-28 00:00:00.000,129566
2018-09-29 00:00:00.000,114908
2018-09-30 00:00:00.000,144804
2018-10-01 00:00:00.000,125638
2018-10-02 00:00:00.000,121802
2018-10-03 00:00:00.000,169294
2018-10-04 00:00:00.000,169933
2018-10-05 00:00:00.000,189986
2018-10-06 00:00:00.000,193992
2018-10-07 00:00:00.000,149286
2018-10-08 00:00:00.000,162005
2018-10-09 00:00:00.000,170751
2018-10-10 00:00:00.000,153429
2018-10-11 00:00:00.000,167251
2018-10-12 00:00:00.000,158887
2018-10-13 00:00:00.000,166525
2018-10-14 00:00:00.000,147601
2018-10-15 00:00:00.000,170913
2018-10-16 00:00:00.000,178819
2018-10-17 00:00:00.000,191349
2018-10-18 00:00:00.000,171158
2018-10-19 00:00:00.000,173811
2018-10-20 00:00:00.000,163969
2018-10-21 00:00:00.000,151736
2018-10-22 00:00:00.000,185146
2018-10-23 00:00:00.000,175325
2018-10-24 00:00:00.000,177884
2018-10-25 00:00:00.000,168981
2018-10-26 00:00:00.000,173575
2018-10-27 00:00:00.000,158388
2018-10-28 00:00:00.000,140242
2018-10-29 00:00:00.000,188184
2018-10-30 00:00:00.000,193579
2018-10-31 00:00:00.000,182017
2018-11-01 00:00:00.000,167768
2018-11-02 00:00:00.000,142980
2018-11-03 00:00:00.000,140384
2018-11-04 00:00:00.000,148422
2018-11-05 00:00:00.000,167598
2018-11-06 00:00:00.000,162665
2018-11-07 00:00:00.000,143974
2018-11-08 00:00:00.000,142875
2018-11-09 00:00:00.000,165167
2018-11-10 00:00:00.000,147810
2018-11-11 00:00:00.000,172994
2018-11-12 00:00:00.000,166805
2018-11-13 00:00:00.000,155816
2018-11-14 00:00:00.000,168795
2018-11-15 00:00:00.000,160120
2018-11-16 00:00:00.000,149992
2018-11-17 00:00:00.000,134728
2018-11-18 00:00:00.000,129758
2018-11-19 00:00:00.000,204449
2018-11-20 00:00:00.000,177780
2018-11-21 00:00:00.000,150668
2018-11-22 00:00:00.000,149882
2018-11-23 00:00:00.000,150490
2018-11-24 00:00:00.000,131591
2018-11-25 00:00:00.000,146364
2018-11-26 00:00:00.000,153008
2018-11-27 00:00:00.000,147035
2018-11-28 00:00:00.000,152104
2018-11-29 00:00:00.000,139016
2018-11-30 00:00:00.000,153119
2018-12-01 00:00:00.000,128094
2018-12-02 00:00:00.000,130587
2018-12-03 00:00:00.000,142498
2018-12-04 00:00:00.000,136342
2018-12-05 00:00:00.000,154906
2018-12-06 00:00:00.000,148050
2018-12-07 00:00:00.000,165558
2018-12-08 00:00:00.000,183463
2018-12-09 00:00:00.000,152257
2018-12-10 00:00:00.000,157635
2018-12-11 00:00:00.000,144924
2018-12-12 00:00:00.000,150078
2018-12-13 00:00:00.000,145913
2018-12-14 00:00:00.000,147213
2018-12-15 00:00:00.000,159740
2018-12-16 00:00:00.000,159260
2018-12-17 00:00:00.000,154945
2018-12-18 00:00:00.000,142766
2018-12-19 00:00:00.000,164881
2018-12-20 00:00:00.000,165762
2018-12-21 00:00:00.000,157473
2018-12-22 00:00:00.000,126777
2018-12-23 00:00:00.000,148157
2018-12-24 00:00:00.000,159324
2018-12-25 00:00:00.000,149563
2018-12-26 00:00:00.000,159141
2018-12-27 00:00:00.000,163509
2018-12-28 00:00:00.000,162613
2018-12-29 00:00:00.000,169909
2018-12-30 00:00:00.000,138638
2018-12-31 00:00:00.000,152485
2019-01-01 00:00:00.000,134361
2019-01-02 00:00:00.000,164245
2019-01-03 00:00:00.000,181074
2019-01-04 00:00:00.000,155293
2019-01-05 00:00:00.000,145280
2019-01-06 00:00:00.000,149507
2019-01-07 00:00:00.000,166081
2019-01-08 00:00:00.000,170822
2019-01-09 00:00:00.000,167605
2019-01-10 00:00:00.000,162818
2019-01-11 00:00:00.000,161617
2019-01-12 00:00:00.000,121113
2019-01-13 00:00:00.000,127100
2019-01-14 00:00:00.000,194116
2019-01-15 00:00:00.000,171299
2019-01-16 00:00:00.000,142789
2019-01-17 00:00:00.000,143865
2019-01-18 00:00:00.000,145483
2019-01-19 00:00:00.000,136727
2019-01-20 00:00:00.000,131273
2019-01-21 00:00:00.000,141792
2019-01-22 00:00:00.000,135052
2019-01-23 00:00:00.000,145261
2019-01-24 00:00:00.000,137446
2019-01-25 00:00:00.000,144605
2019-01-26 00:00:00.000,122427
2019-01-27 00:00:00.000,138725
2019-01-28 00:00:00.000,161576
2019-01-29 00:00:00.000,151225
2019-01-30 00:00:00.000,138232
2019-01-31 00:00:00.000,141367
2019-02-01 00:00:00.000,136019
2019-02-02 00:00:00.000,115069
2019-02-03 00:00:00.000,106026
2019-02-04 00:00:00.000,99968
2019-02-05 00:00:00.000,103312
2019-02-06 00:00:00.000,103358
2019-02-07 00:00:00.000,103657
2019-02-08 00:00:00.000,122272
2019-02-09 00:00:00.000,106150
2019-02-10 00:00:00.000,97347
2019-02-11 00:00:00.000,116144
2019-02-12 00:00:00.000,115405
2019-02-13 00:00:00.000,121930
2019-02-14 00:00:00.000,125238
2019-02-15 00:00:00.000,127095
2019-02-16 00:00:00.000,116270
2019-02-17 00:00:00.000,115415
2019-02-18 00:00:00.000,151123
2019-02-19 00:00:00.000,141636
2019-02-20 00:00:00.000,133936
2019-02-21 00:00:00.000,125199
2019-02-22 00:00:00.000,130703
2019-02-23 00:00:00.000,125142
2019-02-24 00:00:00.000,132942
2019-02-25 00:00:00.000,130957
2019-02-26 00:00:00.000,138687
2019-02-27 00:00:00.000,145160
2019-02-28 00:00:00.000,137574
2019-03-01 00:00:00.000,156509
2019-03-02 00:00:00.000,140302
2019-03-03 00:00:00.000,128700
2019-03-04 00:00:00.000,148594
2019-03-05 00:00:00.000,157760
2019-03-06 00:00:00.000,156156
2019-03-07 00:00:00.000,154291
2019-03-08 00:00:00.000,152105
2019-03-09 00:00:00.000,155554
2019-03-10 00:00:00.000,122517
2019-03-11 00:00:00.000,137659
2019-03-12 00:00:00.000,155173
2019-03-13 00:00:00.000,150081
2019-03-14 00:00:00.000,149948
2019-03-15 00:00:00.000,149238
2019-03-16 00:00:00.000,126481
2019-03-17 00:00:00.000,129190
2019-03-18 00:00:00.000,161004
2019-03-19 00:00:00.000,168259
2019-03-20 00:00:00.000,167524
2019-03-21 00:00:00.000,152742
2019-03-22 00:00:00.000,157546
2019-03-23 00:00:00.000,147460
2019-03-24 00:00:00.000,144049
2019-03-25 00:00:00.000,186014
2019-03-26 00:00:00.000,176631
2019-03-27 00:00:00.000,166683
2019-03-28 00:00:00.000,170821
2019-03-29 00:00:00.000,171047
2019-03-30 00:00:00.000,163554
2019-03-31 00:00:00.000,157371
2019-04-01 00:00:00.000,199849
2019-04-02 00:00:00.000,232073
2019-04-03 00:00:00.000,216487
2019-04-04 00:00:00.000,191768
2019-04-05 00:00:00.000,184785
2019-04-06 00:00:00.000,158603
2019-04-07 00:00:00.000,167627
2019-04-08 00:00:00.000,191528
2019-04-09 00:00:00.000,193693
2019-04-10 00:00:00.000,177053
2019-04-11 00:00:00.000,215533
2019-04-12 00:00:00.000,232663
2019-04-13 00:00:00.000,186007
2019-04-14 00:00:00.000,142685
2019-04-15 00:00:00.000,175907
2019-04-16 00:00:00.000,168223
2019-04-17 00:00:00.000,177238
2019-04-18 00:00:00.000,187948
2019-04-19 00:00:00.000,206591
2019-04-20 00:00:00.000,267462
2019-04-21 00:00:00.000,202153
2019-04-22 00:00:00.000,195789
2019-04-23 00:00:00.000,214637
2019-04-24 00:00:00.000,197831
2019-04-25 00:00:00.000,188493
2019-04-26 00:00:00.000,179041
2019-04-27 00:00:00.000,153774
2019-04-28 00:00:00.000,153632
2019-04-29 00:00:00.000,168996
2019-04-30 00:00:00.000,189719
2019-05-01 00:00:00.000,195918
2019-05-02 00:00:00.000,158103
2019-05-03 00:00:00.000,172924
2019-05-04 00:00:00.000,156099
2019-05-05 00:00:00.000,164299
2019-05-06 00:00:00.000,175578
2019-05-07 00:00:00.000,170814
2019-05-08 00:00:00.000,177054
2019-05-09 00:00:00.000,188242
2019-05-10 00:00:00.000,194312
2019-05-11 00:00:00.000,194538
2019-05-12 00:00:00.000,184422
2019-05-13 00:00:00.000,210365
2019-05-14 00:00:00.000,232375
2019-05-15 00:00:00.000,243624
2019-05-16 00:00:00.000,261447
2019-05-17 00:00:00.000,231039
2019-05-18 00:00:00.000,208107
2019-05-19 00:00:00.000,204413
2019-05-20 00:00:00.000,221387
2019-05-21 00:00:00.000,235103
2019-05-22 00:00:00.000,219400
2019-05-23 00:00:00.000,223628
2019-05-24 00:00:00.000,234077
2019-05-25 00:00:00.000,216235
2019-05-26 00:00:00.000,210807
2019-05-27 00:00:00.000,255044
2019-05-28 00:00:00.000,234428
2019-05-29 00:00:00.000,243579
2019-05-30 00:00:00.000,242751
2019-05-31 00:00:00.000,263421
2019-06-01 00:00:00.000,312026
2019-06-02 00:00:00.000,254162
2019-06-03 00:00:00.000,232186
2019-06-04 00:00:00.000,241985
2019-06-05 00:00:00.000,220182
2019-06-06 00:00:00.000,254838
2019-06-07 00:00:00.000,194255
2019-06-08 00:00:00.000,184492
2019-06-09 00:00:00.000,237143
2019-06-10 00:00:00.000,217031
2019-06-11 00:00:00.000,281141
2019-06-12 00:00:00.000,376761
2019-06-13 00:00:00.000,249391
2019-06-14 00:00:00.000,237384
2019-06-15 00:00:00.000,231431
2019-06-16 00:00:00.000,341799
2019-06-17 00:00:00.000,217537
2019-06-18 00:00:00.000,227039
2019-06-19 00:00:00.000,222459
2019-06-20 00:00:00.000,204921
2019-06-21 00:00:00.000,257282
2019-06-22 00:00:00.000,244784
2019-06-23 00:00:00.000,222279
2019-06-24 00:00:00.000,240434
2019-06-25 00:00:00.000,239829
2019-06-26 00:00:00.000,274363
2019-06-27 00:00:00.000,239628
2019-06-28 00:00:00.000,218161
2019-06-29 00:00:00.000,211357
2019-06-30 00:00:00.000,186106
2019-07-01 00:00:00.000,211442
2019-07-02 00:00:00.000,272050
2019-07-03 00:00:00.000,251192
2019-07-04 00:00:00.000,242027
2019-07-05 00:00:00.000,218584
2019-07-06 00:00:00.000,202604
2019-07-07 00:00:00.000,174560
2019-07-08 00:00:00.000,222361
2019-07-09 00:00:00.000,239670
2019-07-10 00:00:00.000,223108
2019-07-11 00:00:00.000,203162
2019-07-12 00:00:00.000,224742
2019-07-13 00:00:00.000,174135
2019-07-14 00:00:00.000,181352
2019-07-15 00:00:00.000,221154
2019-07-16 00:00:00.000,166361
2019-07-17 00:00:00.000,210002
2019-07-18 00:00:00.000,200137
2019-07-19 00:00:00.000,207416
2019-07-20 00:00:00.000,173833
2019-07-21 00:00:00.000,157974
2019-07-22 00:00:00.000,182725
2019-07-23 00:00:00.000,174532
2019-07-24 00:00:00.000,162860
2019-07-25 00:00:00.000,170812
2019-07-26 00:00:00.000,192743
2019-07-27 00:00:00.000,180652
2019-07-28 00:00:00.000,174404
2019-07-29 00:00:00.000,193437
2019-07-30 00:00:00.000,230928
2019-07-31 00:00:00.000,191454
2019-08-01 00:00:00.000,175476
2019-08-02 00:00:00.000,201384
2019-08-03 00:00:00.000,161261
2019-08-04 00:00:00.000,174352
2019-08-05 00:00:00.000,229712
2019-08-06 00:00:00.000,239898
2019-08-07 00:00:00.000,208487
2019-08-08 00:00:00.000,212192
2019-08-09 00:00:00.000,220504
2019-08-10 00:00:00.000,203754
2019-08-11 00:00:00.000,181037
2019-08-12 00:00:00.000,239084
2019-08-13 00:00:00.000,209121
2019-08-14 00:00:00.000,219269
2019-08-15 00:00:00.000,193857
2019-08-16 00:00:00.000,219111
2019-08-17 00:00:00.000,178328
2019-08-18 00:00:00.000,178982
2019-08-19 00:00:00.000,208187
2019-08-20 00:00:00.000,217594
2019-08-21 00:00:00.000,218886
2019-08-22 00:00:00.000,211886
2019-08-23 00:00:00.000,225221
2019-08-24 00:00:00.000,204326
2019-08-25 00:00:00.000,195990
2019-08-26 00:00:00.000,220930
2019-08-27 00:00:00.000,224592
2019-08-28 00:00:00.000,210261
2019-08-29 00:00:00.000,213188
2019-08-30 00:00:00.000,206340
2019-08-31 00:00:00.000,193202
2019-09-01 00:00:00.000,190045
2019-09-02 00:00:00.000,227393
2019-09-03 00:00:00.000,221674
2019-09-04 00:00:00.000,219958
2019-09-05 00:00:00.000,240847
2019-09-06 00:00:00.000,229768
2019-09-07 00:00:00.000,207158
2019-09-08 00:00:00.000,203987
2019-09-09 00:00:00.000,233672
2019-09-10 00:00:00.000,209741
2019-09-11 00:00:00.000,214220
2019-09-12 00:00:00.000,220604
2019-09-13 00:00:00.000,192239
2019-09-14 00:00:00.000,195052
2019-09-15 00:00:00.000,199413
2019-09-16 00:00:00.000,229770
2019-09-17 00:00:00.000,218258
2019-09-18 00:00:00.000,219833
2019-09-19 00:00:00.000,216378
2019-09-20 00:00:00.000,223719
2019-09-21 00:00:00.000,172976
2019-09-22 00:00:00.000,160350
2019-09-23 00:00:00.000,167918
2019-09-24 00:00:00.000,194680
2019-09-25 00:00:00.000,180840
2019-09-26 00:00:00.000,182910
2019-09-27 00:00:00.000,181884
2019-09-28 00:00:00.000,176695
2019-09-29 00:00:00.000,156343
2019-09-30 00:00:00.000,188323
2019-10-01 00:00:00.000,194791
2019-10-02 00:00:00.000,191529
2019-10-03 00:00:00.000,166123
2019-10-04 00:00:00.000,163593
2019-10-05 00:00:00.000,171179
2019-10-06 00:00:00.000,165389
2019-10-07 00:00:00.000,177866
2019-10-08 00:00:00.000,187702
2019-10-09 00:00:00.000,219472
2019-10-10 00:00:00.000,208214
2019-10-11 00:00:00.000,211185
2019-10-12 00:00:00.000,181249
2019-10-13 00:00:00.000,163605
2019-10-14 00:00:00.000,185562
2019-10-15 00:00:00.000,193402
2019-10-16 00:00:00.000,188853
2019-10-17 00:00:00.000,187984
2019-10-18 00:00:00.000,207549
2019-10-19 00:00:00.000,188035
2019-10-20 00:00:00.000,169488
2019-10-21 00:00:00.000,188254
2019-10-22 00:00:00.000,190008
2019-10-23 00:00:00.000,188070
2019-10-24 00:00:00.000,187538
2019-10-25 00:00:00.000,199728
2019-10-26 00:00:00.000,197595
2019-10-27 00:00:00.000,170807
2019-10-28 00:00:00.000,196483
2019-10-29 00:00:00.000,192160
2019-10-30 00:00:00.000,192895
2019-10-31 00:00:00.000,191443
2019-11-01 00:00:00.000,192385
2019-11-02 00:00:00.000,164782
2019-11-03 00:00:00.000,158565
2019-11-04 00:00:00.000,182774
